,Restaurant,Rating,reviewsCount,street,phone,categoryName,url,Latitude,Longitude,Restroom,Wifi Availabilty,Cost of 2 person,Payment Method
934,Ganesh Anna South Indian Food,4.2,13,"33WC+R86, Somalwada - Besa Rd",,South Indian restaurant,"https://www.google.com/maps/place/Ganesh+Anna+South+Indian+Food/@21.0970321,79.0707633,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf952e8edd93:0x65270b4e7e95c26!8m2!3d21.0970321!4d79.0707633!16s%2Fg%2F11f9xgkssb?hl=en",21.0970321,79.0707633,Yes,Yes,560,CASH AND UPI
935,Manthan Biryani Centre,4.2,13,"827, Mata Mandir Rd",,Biryani restaurant,"https://www.google.com/maps/place/Manthan+Biryani+Centre/@21.1408393,79.0661616,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c13f4625f0f7:0xe5e747ae5980c1e0!8m2!3d21.1408393!4d79.0661616!16s%2Fg%2F11f7r5jrxt?hl=en",21.1408393,79.0661616,Yes,No,552,CASH AND UPI
936,Hotel Kalyani & Family Garden Restaurant,4.2,13,"Giddoba Mandir Giddoba Road, near Simbosis University",+91 93732 11435,Restaurant,"https://www.google.com/maps/place/Hotel+Kalyani+%26+Family+Garden+Restaurant/@21.128018,79.1504676,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7a68fe53b0f:0x1920eac9e6d8e015!8m2!3d21.128018!4d79.1504676!16s%2Fg%2F11t6hh1w08?hl=en",21.128018,79.1504676,Yes,No,759,CASH
937,Oye Orange Café,3.9,13,"3nd Floor, Empress City Mall,, Ghat Rd",+91 95955 19046,Cafe,"https://www.google.com/maps/place/Oye+Orange+Caf%C3%A9/@21.1478402,79.0930706,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c109b94b0bc3:0xd2e96c3ae3738fc5!8m2!3d21.1478402!4d79.0930706!16s%2Fg%2F11gsm_q4d9?hl=en",21.1478402,79.0930706,Yes,Yes,605,CASH AND UPI
938,Dwarkadhish Refreshment Restaurant,3.9,13,,+91 81494 61671,Restaurant,"https://www.google.com/maps/place/Dwarkadhish+Refreshment+Restaurant/@21.1225371,79.0436379,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c074e94a02dd:0x2f459c341da7753e!8m2!3d21.1225371!4d79.0436379!16s%2Fg%2F11f2snx3ms?hl=en",21.1225371,79.0436379,No,Yes,579,CASH
939,BRN Restaurant,3.9,13,"PLOT NO 51 KHANTE NAGAR, near MAHENDRA NAGAR",,Restaurant,"https://www.google.com/maps/place/BRN+Restaurant/@21.175707,79.1144044,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c75fdab324cb:0xfca8d27085854184!8m2!3d21.175707!4d79.1144044!16s%2Fg%2F11h_wxls0w?hl=en",21.175707,79.1144044,Yes,Yes,821,CASH AND UPI
940,Chaman saoji restaurant,3.9,13,"5444+QJW, Jagnath Budhwari",,Restaurant,"https://www.google.com/maps/place/Chaman+saoji+restaurant/@21.1569975,79.1065776,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c18b0024e6d7:0xe14f25cfd3c407fc!8m2!3d21.1569975!4d79.1065776!16s%2Fg%2F11rwktqk30?hl=en",21.1569975,79.1065776,No,No,743,CASH
941,New Grand Restaurant Bar,3.9,13,4374+9J3,,Restaurant,"https://www.google.com/maps/place/New+Grand+Restaurant+Bar/@21.1133946,79.056535,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf348aec2d6f:0xf277b39a69f136da!8m2!3d21.1133946!4d79.056535!16s%2Fg%2F11gs9ltvv8?hl=en",21.1133946,79.056535,Yes,No,549,CASH
942,Angel Cool Hut Cafe,3.8,13,"4473+7JW, Manewada Rd",,Cafe,"https://www.google.com/maps/place/Angel+Cool+Hut+Cafe/@21.1132454,79.1040791,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf5229dd1b4b:0xad04484e0013e895!8m2!3d21.1132454!4d79.1040791!16s%2Fg%2F11f53d6c5h?hl=en",21.1132454,79.1040791,Yes,Yes,567,CASH
943,Shree net Cafe,3.8,13,429H+Q4W,+91 97305 44303,Cafe,"https://www.google.com/maps/place/Shree+net+Cafe/@21.1194956,79.0278436,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c007a738de2b:0xb333f61d4f4dafd0!8m2!3d21.1194956!4d79.0278436!16s%2Fg%2F1260dkpb9?hl=en",21.1194956,79.0278436,Yes,No,896,CASH AND UPI
944,Vindhyavasini Sweets & Restaurent,3.4,13,"Cement Rd, near Shiv Mandir",,Restaurant,"https://www.google.com/maps/place/Vindhyavasini+Sweets+%26+Restaurent/@21.1102613,79.1037985,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf53ded038d9:0x277849658391d511!8m2!3d21.1102613!4d79.1037985!16s%2Fg%2F11hdsnqb17?hl=en",21.1102613,79.1037985,No,No,710,CASH
945,Uma Restaurant Sweets And Namkeen,3.3,13,"53F5+J2F, Gittikhadan, Katol Rd",+91 98224 63931,Fast food restaurant,"https://www.google.com/maps/place/Uma+Restaurant+Sweets+And+Namkeen/@21.1740534,79.0575501,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1aec025f3e9:0x4a6eb4f4ae84e7be!8m2!3d21.1740534!4d79.0575501!16s%2Fg%2F11g9jn6hxv?hl=en",21.1740534,79.0575501,No,No,617,CASH AND UPI
946,Taj Restaurant,3.3,13,"Dargah, Umred Rd",+91 88062 12009,Fast food restaurant,"https://www.google.com/maps/place/Taj+Restaurant/@21.1140387,79.1218945,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b8a56e724d45:0x88c3b66728d56a0c!8m2!3d21.1140387!4d79.1218945!16s%2Fg%2F1q6cx09mk?hl=en",21.1140387,79.1218945,No,No,504,CASH
947,Dhiraj Saoji Restaurant,3.3,13,Gangabai Ghat Rd,,Restaurant,"https://www.google.com/maps/place/Dhiraj+Saoji+Restaurant/@21.1465773,79.1193225,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c74823ed9ffd:0x908e4e3a97dbf810!8m2!3d21.1465773!4d79.1193225!16s%2Fg%2F1pp2tgy45?hl=en",21.1465773,79.1193225,No,No,522,CASH AND UPI
948,MIT Saoji Restaurant,3.3,13,"33XR+CP8, Manewada Rd, Manewada",,Family restaurant,"https://www.google.com/maps/place/MIT+Saoji+Restaurant/@21.098547,79.091817,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf4c76c73a65:0xf8f5fd426182a608!8m2!3d21.098547!4d79.091817!16s%2Fg%2F11b5phpv4c?hl=en",21.098547,79.091817,No,No,876,CASH AND UPI
949,Barbeque Pav Bhaji manewada,5,12,,,Indian restaurant,"https://www.google.com/maps/place/Barbeque+Pav+Bhaji+manewada/@21.1803798,79.0912437,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1eb799d7117:0x20123ece9c17d77e!8m2!3d21.1803798!4d79.0912437!16s%2Fg%2F11td_4847w?hl=en",21.1803798,79.0912437,Yes,Yes,511,CASH AND UPI
950,Cafe 1998,4.9,12,"G02, Chaitanya Appartment, Mata Mandir Rd",,Fast food restaurant,"https://www.google.com/maps/place/Cafe+1998/@21.1407642,79.06434,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1f23f06eb73:0xe674b694c19e3f25!8m2!3d21.1407642!4d79.06434!16s%2Fg%2F11kjhm151d?hl=en",21.1407642,79.06434,Yes,Yes,873,CASH AND UPI
951,Oye It’s Coffee,4.8,12,"Hingna T Point, G5, Vighnaharta Apartment, Takli Seem-Hingna Rd",,Coffee shop,"https://www.google.com/maps/place/Oye+It%E2%80%99s+Coffee/@21.1217938,79.0298915,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c17a4bdcf181:0x45ae8b4266d50648!8m2!3d21.1217938!4d79.0298915!16s%2Fg%2F11rn01wgk_?hl=en",21.1217938,79.0298915,Yes,Yes,693,CASH AND UPI
952,Yummi Momo ' S,4.8,12,Shop No. 5,+91 91586 32895,Fast food restaurant,"https://www.google.com/maps/place/Yummi+Momo+'+S/@21.1907046,79.0712582,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c10cb46a217f:0x12eb031730000000!8m2!3d21.1907046!4d79.0712582!16s%2Fg%2F11rsslphp_?hl=en",21.1907046,79.0712582,Yes,Yes,914,CASH
953,MAHOOL The Urban Cafe,4.7,12,Godhani Road,+91 90210 69575,Cafe,"https://www.google.com/maps/place/MAHOOL+The+Urban+Cafe/@21.2047748,79.0666352,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c10824c62c27:0xbcb94e2f92c979b4!8m2!3d21.2047748!4d79.0666352!16s%2Fg%2F11q573ffp_?hl=en",21.2047748,79.0666352,Yes,Yes,826,CASH AND UPI
954,Crazy Hub Cafe,4.6,12,"Mangaldeep Apartment, Umrer Rd",+91 93705 02162,Cafe,"https://www.google.com/maps/place/Crazy+Hub+Cafe/@21.1128795,79.0414663,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bf82e75635bb:0x68f0172dae142173!8m2!3d21.1128795!4d79.0414663!16s%2Fg%2F11ng79f02y?hl=en",21.1128795,79.0414663,Yes,No,993,CASH
955,Light house Cafe,4.6,12,"1209, A/124",+91 80077 18786,Cafe,"https://www.google.com/maps/place/Light+house+Cafe/@21.1479402,79.1475421,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7c6cc980ffb:0x134307f18d434b56!8m2!3d21.1479402!4d79.1475421!16s%2Fg%2F11fszl5rf7?hl=en",21.1479402,79.1475421,Yes,No,895,CASH AND UPI
956,Galaxy Family restaurant and bar,4.6,12,52PW+VQ3,,Family restaurant,"https://www.google.com/maps/place/Galaxy+Family+restaurant+and+bar/@21.1871698,79.0470426,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c13ffb7d3ccd:0x5ee9958b76b8c7ea!8m2!3d21.1871698!4d79.0470426!16s%2Fg%2F11thggvbpw?hl=en",21.1871698,79.0470426,Yes,Yes,933,CASH
957,South Indian Food,4.5,12,426P+9PF,,South Indian restaurant,"https://www.google.com/maps/place/South+Indian+Food/@21.11094,79.0367885,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4bff3e7a76a17:0x6e84088f9aaf449e!8m2!3d21.11094!4d79.0367885!16s%2Fg%2F11g9k0q4nn?hl=en",21.11094,79.0367885,Yes,Yes,548,CASH
958,Haldiram Franchise,4.4,12,"542X+G6R, Bhandara Rd",+91 98305 25123,Restaurant,"https://www.google.com/maps/place/Haldiram+Franchise/@21.1513502,79.1480028,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c71457591d55:0x2ea4ee2ca66e40ed!8m2!3d21.1513502!4d79.1480028!16s%2Fg%2F11pv2bbstf?hl=en",21.1513502,79.1480028,Yes,No,835,CASH AND UPI
959,Delicious Taste Food Restaurant,4.4,12,"Shop no.45, Buti Compound, Mount Rd",,Vegetarian restaurant,"https://www.google.com/maps/place/Delicious+Taste+Food+Restaurant/@21.159084,79.0796093,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1d2f00b2fe7:0xd93b30c8aed10727!8m2!3d21.159084!4d79.0796093!16s%2Fg%2F11nnqcx5d7?hl=en",21.159084,79.0796093,Yes,Yes,748,CASH AND UPI
960,Shaukeens Cafe & Restaurant,4.3,12,"t-point, Priyadarshini girls hostel, near jog hospitality at Pohankar fitness studio",,Restaurant,"https://www.google.com/maps/place/Shaukeens+Cafe+%26+Restaurant/@21.119055,79.0325487,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c13270affff3:0x13fff6595ebff981!8m2!3d21.119055!4d79.0325487!16s%2Fg%2F11h9bgclf0?hl=en",21.119055,79.0325487,Yes,Yes,889,CASH
961,Makhan Mishri,4.3,12,31,+91 99235 49254,Cafe,"https://www.google.com/maps/place/Makhan+Mishri/@21.1521097,79.1448986,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c70d98be2acf:0x8300b511b0f84d64!8m2!3d21.1521097!4d79.1448986!16s%2Fg%2F11g9qjccc6?hl=en",21.1521097,79.1448986,Yes,Yes,614,CASH AND UPI
962,Vina Vihar Restaurant,4.3,12,"Wardha Rd, near Yashwant Stadium",+91 81808 38533,Breakfast restaurant,"https://www.google.com/maps/place/Vina+Vihar+Restaurant/@21.1382679,79.0802382,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c093e009d0fb:0xe6a0c0be461f8c1f!8m2!3d21.1382679!4d79.0802382!16s%2Fg%2F1q67g9_hd?hl=en",21.1382679,79.0802382,Yes,No,604,CASH AND UPI
963,Dev Corner Food & Restaurant,4.1,12,"Plot No 01, Sanjay Gandhi Nagar opp. Jagrut Hanuman Mandir Ring Road",,Fast food restaurant,"https://www.google.com/maps/place/Dev+Corner+Food+%26+Restaurant/@21.1066444,79.1165849,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b8b1471ec24d:0xfb07097b87b8ffb6!8m2!3d21.1066444!4d79.1165849!16s%2Fg%2F11hbzmxl82?hl=en",21.1066444,79.1165849,Yes,No,975,CASH
964,Shree Laxmi Narayan South Indian Family Restaurant,3.8,12,"4459+CM8, Ashirwad Nagar Chowk, Bhaji Mandi",+91 98503 62316,South Indian restaurant,"https://www.google.com/maps/place/restaurant/@21.1085335,79.1192081,17z/data=!3m1!4b1!4m2!3m1!1s0x3bd4b8b070000001:0xbba2a471593c1b1f?hl=en",21.1085335,79.1192081,No,No,649,CASH
965,Shri Sabri Swami Hot Chips,3.8,12,"44V3+PFM, New Shukarwari Rd",,Fish & chips restaurant,"https://www.google.com/maps/place/Shri+Sabri+Swami+Hot+Chips/@21.1443432,79.103679,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0b67388806b:0xefee44194c3d3e7d!8m2!3d21.1443432!4d79.103679!16s%2Fg%2F1q64qs09w?hl=en",21.1443432,79.103679,No,No,606,CASH
966,Shree Laxmi Narayan South Indian Family Restaurant,3.8,12,"4459+CM8, Ashirwad Nagar Chowk, Bhaji Mandi",+91 98503 62316,South Indian restaurant,"https://www.google.com/maps/place/Shree+Laxmi+Narayan+South+Indian+Family+Restaurant/@21.1085335,79.1192081,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b8b070000001:0xbba2a471593c1b1f!8m2!3d21.1085335!4d79.1192081!16s%2Fg%2F1tdpdncp?hl=en",21.1085335,79.1192081,No,No,662,CASH
967,Flavours Of Maharashtra,3.8,12,"Plot no. 2, Siddharth Housing Society, Hingna Rd",+91 86230 16722,Marathi restaurant,"https://www.google.com/maps/place/Flavours+Of+Maharashtra/@21.1189139,79.028278,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1c5284bf1e3:0x7c52831b9c5bda66!8m2!3d21.1189139!4d79.028278!16s%2Fg%2F11gy4tfj2l?hl=en",21.1189139,79.028278,No,Yes,533,CASH AND UPI
968,Spicy Kitchen Multicuisine,3.3,12,"3rd Floor, Food court, Empress mall",+91 73850 75444,Chinese restaurant,"https://www.google.com/maps/place/Spicy+Kitchen+Multicuisine/@21.148168,79.092302,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c0c720d0e757:0x3aa58603e170c0a5!8m2!3d21.148168!4d79.092302!16s%2Fg%2F11byxg1qx6?hl=en",21.148168,79.092302,No,No,657,CASH AND UPI
969,Daana Paani family garden restaurant,3.3,12,"Central bazar road,bajaj nagar,nagpur-10",+91 80552 72922,Indian restaurant,"https://www.google.com/maps/place/Daana+Paani+family+garden+restaurant/@21.130993,79.064792,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c087f9878b7b:0xa4bd329326ef6055!8m2!3d21.130993!4d79.064792!16s%2Fg%2F1q6cvvg06?hl=en",21.130993,79.064792,Yes,No,782,CASH AND UPI
970,Meals101,3,12,"Ward No. 74, in layout, Plot No. 2, Scheme NIT, Khasra No. 36/3",,Restaurant,"https://www.google.com/maps/place/Meals101/@21.1205096,79.0313476,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1d2d4c38b21:0xdb7d1e5df4ebe1d5!8m2!3d21.1205096!4d79.0313476!16s%2Fg%2F11r49mp_fj?hl=en",21.1205096,79.0313476,Yes,No,647,CASH
971,Vivi's Kitchen,5,11,"Plot number 211, Ground Floor, opp. Dayanand College",,Restaurant,"https://www.google.com/maps/place/Vivi's+Kitchen/@21.180315,79.0916815,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1f54e98b119:0x521cfd57d924c890!8m2!3d21.180315!4d79.0916815!16s%2Fg%2F11k47vy35m?hl=en",21.180315,79.0916815,Yes,Yes,653,CASH AND UPI
972,Café Thela,5,11,"52FX+V59, Gondwana Dhruv , K. T. Nagar Katol Road Road",,Cafe,"https://www.google.com/maps/place/Caf%C3%A9+Thela/@21.1747036,79.0479386,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1f64dfe4559:0xc3edec2ac07dfcc1!8m2!3d21.1747036!4d79.0479386!16s%2Fg%2F11sk0rs3j8?hl=en",21.1747036,79.0479386,Yes,Yes,532,CASH AND UPI
973,Cafe Socials,5,11,"Shop no. 15, Cafe Socials, JP Chambers, 1, Abhyankar Nagar Rd",,Cafe,"https://www.google.com/maps/place/Cafe+Socials/@21.1227949,79.0570334,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1025e993671:0x17b37ec11a394457!8m2!3d21.1227949!4d79.0570334!16s%2Fg%2F11tjc0xy5n?hl=en",21.1227949,79.0570334,Yes,No,995,CASH AND UPI
974,Pandu saoji and family restaurant,5,11,"Mehandibag, corner, Vaishali Nagar Rd",,Restaurant,"https://www.google.com/maps/place/Pandu+saoji+and+family+restaurant/@21.1696318,79.113409,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c780272253a1:0x44d1d82deaafb563!8m2!3d21.1696318!4d79.113409!16s%2Fg%2F11kbn5wy9k?hl=en",21.1696318,79.113409,Yes,Yes,753,CASH
975,Desi Food Palace Cafe and Family Restaurant,5,11,445M+G9J,,Family restaurant,"https://www.google.com/maps/place/Desi+Food+Palace+Cafe+and+Family+Restaurant/@21.1088488,79.1333916,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b96adfb41f4f:0x3ed4a64a8cc7b600!8m2!3d21.1088488!4d79.1333916!16s%2Fg%2F11rww8zpwz?hl=en",21.1088488,79.1333916,Yes,No,940,CASH
976,Banana Leaf South Indian Restaurant,5,11,"Banana Leaf South Indian Restaurant Shop No. 7 Rajath Heights, Koradi Rd",+91 93563 37312,Fast food restaurant,"https://www.google.com/maps/place/Banana+Leaf+South+Indian+Restaurant/@21.2012114,79.0774405,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1b07176b55b:0x6797dc40b34dc09d!8m2!3d21.2012114!4d79.0774405!16s%2Fg%2F11s1rcmqj0?hl=en",21.2012114,79.0774405,Yes,Yes,916,CASH
977,Intervals-The Gourmet Thing,5,11,"Shop No 3, near Metro Pillar No 29",,Coffee shop,"https://www.google.com/maps/place/Intervals-The+Gourmet+Thing/@21.1479415,79.1323199,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7c06ba55ee1:0x9b77527b6bdf1832!8m2!3d21.1479415!4d79.1323199!16s%2Fg%2F11tx7szvm8?hl=en",21.1479415,79.1323199,Yes,Yes,660,CASH
978,FIT FOOD ( Diet Cafe & Restro ),5,11,"Shop no. 14, Chota Tajbag Rd, opposite muscle gym",,Cafe,"https://www.google.com/maps/place/FIT+FOOD+(+Diet+Cafe+%26+Restro+)/@21.1236073,79.1099624,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7ed1c627a2b:0xb2c32fa76fb51b15!8m2!3d21.1236073!4d79.1099624!16s%2Fg%2F11tg2cw856?hl=en",21.1236073,79.1099624,Yes,No,632,CASH AND UPI
979,Desi Food Palace Cafe and Family Restaurant,5,11,445M+G9J,,Family restaurant,"https://www.google.com/maps/place/restaurant/@21.1088488,79.1333916,17z/data=!3m1!4b1!4m2!3m1!1s0x3bd4b96adfb41f4f:0x3ed4a64a8cc7b600?hl=en",21.1088488,79.1333916,Yes,Yes,670,CASH
980,Mehfil cafe,4.9,11,"near Shubhashish Lawns, KDK College Rd",,Cafe,"https://www.google.com/maps/place/Mehfil+cafe/@21.1391001,79.1328002,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c72e73b8e1e9:0xe8e5f503ddd7d515!8m2!3d21.1391001!4d79.1328002!16s%2Fg%2F11sbqlv_w9?hl=en",21.1391001,79.1328002,Yes,No,547,CASH
981,The Era's Cafe,4.9,11,"43C3+C4, The Era's Cafe Shop No.51, Shewalkar garden, IT Park Opp. VNIT main gate, S Ambazari Rd",+91 86684 43245,Cafe,"https://www.google.com/maps/place/The+Era's+Cafe/@21.1210942,79.0528318,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c142a9d5c825:0xb1a46fe1982c81da!8m2!3d21.1210942!4d79.0528318!16s%2Fg%2F11tc_j5tg8?hl=en",21.1210942,79.0528318,Yes,No,829,CASH
982,Harley Davidson Coffee Lounge,4.8,11,"53PH+85W, Koradi Rd",+91 84464 31847,Cafe,"https://www.google.com/maps/place/Harley+Davidson+Coffee+Lounge/@21.1858125,79.0779375,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c10299fd1305:0x33a3b877c4c80a33!8m2!3d21.1858125!4d79.0779375!16s%2Fg%2F11rhdy2lyb?hl=en",21.1858125,79.0779375,Yes,Yes,820,CASH AND UPI
983,Momology,4.7,11,"Plot No. 03, Kaushalya appt",,Restaurant,"https://www.google.com/maps/place/Momology/@21.1721481,79.0356807,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1f8ec51cfed:0xcc0e34c32297cb0!8m2!3d21.1721481!4d79.0356807!16s%2Fg%2F11s_sr_nxf?hl=en",21.1721481,79.0356807,Yes,No,829,CASH AND UPI
984,MI Maratha family restaurant,4.5,11,"43GC+V5Q, S Ambazari Rd",+91 97677 74569,Restaurant,"https://www.google.com/maps/place/MI+Maratha+family+restaurant/@21.1272075,79.0704733,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1fcbf8363e9:0x2d2f588fcae65b2a!8m2!3d21.1272075!4d79.0704733!16s%2Fg%2F11qqx5_txh?hl=en",21.1272075,79.0704733,Yes,Yes,847,CASH
985,Neon Lounge Restaurant & Bar,4.2,11,"65B, Gajanan Nagar Wardha Rd",,Restaurant,"https://www.google.com/maps/place/Neon+Lounge+Restaurant+%26+Bar/@21.2033977,79.0772724,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1e5cf353323:0x351c7a18361952c4!8m2!3d21.2033977!4d79.0772724!16s%2Fg%2F11pf55y0hl?hl=en",21.2033977,79.0772724,Yes,Yes,581,CASH
986,Grand family restaurant and bar,4.1,11,"43VM+G2P, Near by bardi, Main Rd, near by dream shopi",+91 712 254 1302,Restaurant,"https://www.google.com/maps/place/Grand+family+restaurant+and+bar/@21.1438411,79.0825715,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1322a0cdc6b:0x82fdfa46cc60cf99!8m2!3d21.1438411!4d79.0825715!16s%2Fg%2F11rcp7mm7x?hl=en",21.1438411,79.0825715,Yes,No,865,CASH AND UPI
987,Cafe Blue Dream's,5,10,"Cafe Blue Dream's, Umred Rd, in front of kale hospital",,Cafe,"https://www.google.com/maps/place/Cafe+Blue+Dream's/@21.1121712,79.1338509,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4b9101ceb4e0d:0xe657749c0e764a83!8m2!3d21.1121712!4d79.1338509!16s%2Fg%2F11tn_cgvbf?hl=en",21.1121712,79.1338509,Yes,Yes,942,CASH
988,The RoadSide House,5,10,"plot no.07 Jaltarang, Neel Kamal Housing Society, Hingna Rd, near Rachana Metro Station",,Indian restaurant,"https://www.google.com/maps/place/The+RoadSide+House/@21.1214168,79.0283604,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c14bdacca41f:0x266159d95c24866a!8m2!3d21.1214168!4d79.0283604!16s%2Fg%2F11k3tgy2vd?hl=en",21.1214168,79.0283604,Yes,No,680,CASH AND UPI
989,Hotel al-hamd,4.9,10,"1, Jafar Nagar Lane 2",,Restaurant,"https://www.google.com/maps/place/Hotel+al-hamd/@21.1823284,79.0665157,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1b34f8a9a2f:0x410222b08c03b01e!8m2!3d21.1823284!4d79.0665157!16s%2Fg%2F11h12k96_g?hl=en",21.1823284,79.0665157,Yes,No,856,CASH AND UPI
990,The Urban Kitchen,4.7,10,"The Urban Kitchen Restaurant, Block no 21, Utkarsh Nirman Building, near Anjuman college of Engineering and Technology",,Restaurant,"https://www.google.com/maps/place/The+Urban+Kitchen/@21.164697,79.0815012,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1b27b40842d:0x46c92567e5f956dc!8m2!3d21.164697!4d79.0815012!16s%2Fg%2F11g18v75nn?hl=en",21.164697,79.0815012,Yes,Yes,522,CASH AND UPI
991,DuJour Cafe,4.6,10,"537J+MP5, Shraddha Tower, Old Mangalwari Rd",,Cafe,"https://www.google.com/maps/place/DuJour+Cafe/@21.1641283,79.0818583,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1e3f5ac6f57:0xd4872b0ef21580a8!8m2!3d21.1641283!4d79.0818583!16s%2Fg%2F11q83bjb53?hl=en",21.1641283,79.0818583,Yes,Yes,724,CASH
992,Hotel AL-JANNAT,4.5,10,"Front Of Mirza House, Ring Rd",+91 97652 07786,Restaurant,"https://www.google.com/maps/place/Hotel+AL-JANNAT/@21.1873667,79.0784049,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c1e4a58c8fb3:0x2a52383a318f9885!8m2!3d21.1873667!4d79.0784049!16s%2Fg%2F11qp22thhj?hl=en",21.1873667,79.0784049,Yes,No,592,CASH AND UPI
993,TeaMax Cafe Wardhaman Nagar Nagpur,4.4,10,"Square, near Indian Oil Petrol Pump, beside Trends Womens Shop",,Cafe,"https://www.google.com/maps/place/TeaMax+Cafe+Wardhaman+Nagar+Nagpur/@21.1484159,79.1338635,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7c97d9fd98f:0xd01a785dc76eaec8!8m2!3d21.1484159!4d79.1338635!16s%2Fg%2F11t6_1cwby?hl=en",21.1484159,79.1338635,Yes,No,538,CASH
994,Daawat restaurant,4.3,10,"43QJ+6Q9, ground floor bhivapurkar chambers opp. yashwant stadium dhantoli nagpur",+91 70305 87167,Fast food restaurant,"https://www.google.com/maps/place/Daawat+restaurant/@21.1380389,79.0819735,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c096afd2adef:0xceed7bdb411b02d9!8m2!3d21.1380389!4d79.0819735!16s%2Fg%2F11cs4y8ssq?hl=en",21.1380389,79.0819735,Yes,Yes,974,CASH AND UPI
995,HEALTH & NUTRITION CAFE,4.3,10,"Plot no 199, Plot no. 816, near, Kharbi Rd",,Health and beauty shop,"https://www.google.com/maps/place/HEALTH+%26+NUTRITION+CAFE/@21.1302463,79.1245283,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4c7886e48aa23:0xe4af5701887dbeef!8m2!3d21.1302463!4d79.1245283!16s%2Fg%2F11h92xhm2j?hl=en",21.1302463,79.1245283,Yes,No,588,CASH
996,Elisha's Sports Cafe and Multi-cuisine Restaurant,4.2,10,4299+48R,,Cafe,"https://www.google.com/maps/place/Elisha's+Sports+Cafe+and+Multi-cuisine+Restaurant/@21.117859,79.01828,17z/data=!3m1!4b1!4m6!3m5!1s0x3bd4eb676f349001:0x322884683f44deb!8m2!3d21.117859!4d79.01828!16s%2Fg%2F11h1938jhq?hl=en",21.117859,79.01828,Yes,Yes,979,CASH
